NAME,RA,DEC,PMRA,PMDEC,FLUX_B,FLUX_V,FLUX_J,FLUX_H,FLUX_K
HD  88493,10 11 40.2071257627,-32 11 06.204075184,-14.006,-3.322,9.4,9.41,9.415,9.435,9.417
HD 160297,17 40 31.3205172054,-32 11 57.970577801,-1.45,-5.563,9.07,9.02,8.611,8.552,8.57
HD  83318,09 36 37.9543829879,-32 14 38.129338835,-8.842,2.422,9.1,9.07,8.891,8.845,8.858
HD  46329,06 31 18.3340307891,-32 16 39.536498312,-7.84,1.132,9.33,9.27,9.273,9.284,9.216
HD  74335,08 42 23.0180178125,-32 27 37.044830002,-4.598,0.67,8.81,8.77,8.607,8.625,8.628
HIP  61211,12 32 35.0555975700,-32 27 51.006825569,-27.345,-0.595,7.61,7.57,7.488,7.487,7.446
HD  54523,07 07 46.5928212443,-32 28 05.188786440,-5.279,5.943,9.96,9.9,9.77,9.812,9.734
HD  56732,07 16 53.4618152905,-32 28 54.960650717,-0.859,0.783,10.36,10.44,10.257,10.262,10.258
HIP  13947,02 59 38.3052530060,-32 30 25.914315099,7.403,9.693,6.309,6.302,6.272,6.263,6.26
HD  60976,07 35 41.8660614244,-32 34 35.160835665,-6.444,4.124,9.76,9.76,9.615,9.593,9.566
HD  55297,07 11 00.8123800228,-32 37 41.455337269,-5.002,6.468,9.59,9.54,9.512,9.541,9.51
HIP  92197,18 47 23.7051324464,-32 38 51.573681587,1.95,-6.713,8.79,8.73,8.61,8.684,8.618
HD  27288,04 17 09.5304240254,-32 38 53.375139332,33.713,40.757,9.54,9.49,9.379,9.411,9.355
HD 174672,18 53 04.8813988906,-32 41 43.335348003,-3.507,-5.52,10.49,10.42,9.978,9.937,9.935
HD  59366,07 28 11.9647123424,-32 41 56.678997635,-4.609,3.742,9.71,9.72,9.686,9.734,9.681
HD 100511,11 33 53.8946314626,-32 47 48.239215027,-13.196,-0.489,9.32,9.27,9.173,9.166,9.159
HIP  43081,08 46 30.4747559552,-32 50 26.756294823,-14.255,8.237,8.85,8.81,8.686,8.713,8.682
HIP  73987,15 07 13.7038804598,-32 54 36.570390694,-8.61,-11.61,7.23,7.17,7.028,7.04,7.031
HD 126108,14 24 23.4191225917,-32 58 52.670995046,-11.107,-2.523,8.77,8.76,8.615,8.606,8.582
HD 130540,14 49 49.1407015528,-32 59 09.798076810,-11.405,0.442,8.65,8.63,8.498,8.534,8.504
HD  41921,06 06 22.0966461183,-33 00 01.165077035,-6.784,-1.046,8.55,8.51,8.44,8.47,8.445
HD 118997,13 41 15.9607742740,-33 00 57.083947650,2.447,-3.256,10.1,10.07,10.01,9.992,9.991
HIP 107380,21 44 56.8094370,-33 01 32.818026,31.1,-94.56,4.29,4.34,4.43,4.596,4.424
HIP 101106,20 29 41.7285805966,-33 01 35.516183109,6.949,-13.562,8.62,8.58,8.525,8.548,8.519
HIP  31298,06 33 49.3731209017,-33 02 18.217148578,0.841,7.165,8.17,8.13,8.111,8.173,8.084
HD  84378,09 44 06.7205961587,-33 07 02.132420913,-14.473,2.405,8.86,8.79,8.597,8.623,8.575
HIP  76217,15 34 10.0988192728,-33 10 16.853665769,-34.672,-31.611,7,6.97,6.935,6.976,6.949
HD  70726,08 22 18.1900316185,-33 15 10.374922724,-2.511,3.156,9.48,9.46,9.253,9.248,9.2
HD 173079,18 45 01.4236738767,-33 15 16.671163857,4.571,-5.504,9.17,9.17,9,9.046,8.96
HD 165790,18 09 15.0080912208,-33 17 41.670825119,8.181,-13.164,9.55,9.57,9.168,9.175,9.147
HIP  39619,08 05 46.4565559817,-33 19 59.174257546,-12.498,0.567,7.92,7.86,7.774,7.783,7.797
HD  74207,08 41 28.6566043872,-33 22 01.992973882,-9.744,2.28,9.75,9.71,9.6,9.605,9.6
HD  67164,08 05 27.8341521590,-33 22 10.875348213,-14.468,8.09,9.14,9.11,9.03,9.081,9.051
HD  85434,09 50 52.8631970066,-33 22 27.256306461,-1.523,-0.679,9.38,9.33,9.202,9.182,9.159
HIP  78359,15 59 55.0515956598,-33 23 07.181646053,-10.389,-18.351,6.85,6.82,6.765,6.769,6.744
HIP  94663,19 15 46.7322588617,-33 31 49.752520347,8.554,-9.484,7.55,7.53,7.425,7.457,7.423
HIP 100773,20 25 56.4873378523,-33 38 09.511567365,7.022,-13.384,8,8,7.963,7.969,7.98
HIP  32479,06 46 43.4702920378,-33 40 08.051466508,-3.134,-3.589,8.58,8.52,8.328,8.417,8.3
HD  54891,07 09 15.7754455197,-33 40 42.986668856,-5.995,6.593,9.7,9.63,9.601,9.59,9.581
HIP  55230,11 18 37.4485426296,-33 45 12.398201641,-38.534,9.675,8.34,8.27,8.058,8.074,8.029
HIP  47872,09 45 24.2259735402,-33 47 50.543803730,-8.957,0.444,8.33,8.29,8.185,8.235,8.176
HD 170065,18 28 56.8998601839,-33 53 53.645124511,-3.492,-9.325,9.71,9.65,9.349,9.311,9.29
HIP  21146,04 31 59.7907886293,-33 53 54.998106519,3.295,-1.471,8.15,8.1,8.002,8.056,8.033
HD  58469,07 24 22.3058483881,-33 55 30.941255625,-5.701,3.024,9.36,9.3,9.213,9.216,9.179
HIP  16904,03 37 31.3583464998,-33 56 58.718501057,0.006,-4.83,8.58,8.56,8.501,8.494,8.497
HIP  17030,03 39 02.9032509349,-33 58 00.285121080,0.418,-1.147,9.42,9.36,9.263,9.26,9.244
HD  92160,10 37 55.9499374353,-33 58 47.227031015,-10.97,3.441,9.56,9.5,9.45,9.446,9.406
HIP  22136,04 45 49.6657159190,-34 00 18.005217657,42.985,15.932,6.839,6.842,6.804,6.833,6.791
HD  61990,07 40 26.2810531466,-34 03 08.149541515,-9.309,4.174,8.35,8.3,8.201,8.241,8.223
HIP  34477,07 08 44.3965829854,-34 03 36.435570865,1.402,1.35,8.95,8.9,8.77,8.819,8.796
HIP  50349,10 16 51.7361721195,-34 07 38.392868538,-21.255,9.247,7.4,7.4,7.307,7.333,7.294
HIP  23238,05 00 01.2446208852,-34 10 00.706287655,0.26,10.14,7.9,7.9,7.848,7.897,7.85
HD  55665,07 12 23.3946347782,-34 15 21.444093286,-4.686,4.212,9.99,10,9.913,9.954,9.931
HD  59464,07 28 35.7753205021,-34 19 52.426993951,-6.384,5.323,9.73,9.68,9.617,9.614,9.578
HD  63340,07 47 08.6299644426,-34 20 35.083137999,-4.466,6.76,8.63,8.6,8.413,8.419,8.418
HIP  47020,09 34 57.1938508261,-34 22 02.651323776,-1.014,-3.062,7.34,7.31,7.229,7.248,7.247
HD 163193,17 56 23.2153837733,-34 29 52.157589506,3.358,-4.877,8.84,8.8,8.381,8.324,8.336
HIP  44751,09 07 12.0808333729,-34 31 10.844424873,-15.541,13.399,7.9,7.87,7.796,7.833,7.78
HIP  70097,14 20 37.3512012809,-34 40 40.420146460,-26.928,-7.447,7.67,7.71,7.659,7.727,7.667
HIP  70993,14 31 13.0863186898,-34 40 52.049150332,-9.213,-14.8,7.84,7.78,7.579,7.574,7.56
HD  60395,07 32 50.7026147338,-34 40 55.618947929,-2.254,0.185,9.96,9.93,9.786,9.764,9.735
HD  67188,08 05 28.6956992616,-34 41 28.717664246,-7.113,16.474,9.16,9.12,9.04,9.028,9.006
HD  86396,09 57 26.2298066915,-34 41 45.421528667,-13.54,4.351,9.54,9.48,9.445,9.438,9.415
HD 162889,17 54 52.7894323944,-34 45 03.654809694,3.21,-5.168,8.49,8.44,8.103,8.137,8.07
HIP  57423,11 46 22.1293315348,-34 45 12.821647873,50.282,-36.403,7.69,7.7,7.706,7.767,7.736
HD  86845,10 00 23.7261509487,-34 55 14.275501127,-5.491,1.702,10.01,9.97,9.897,9.908,9.866
HIP  69021,14 07 47.4156526457,-34 56 58.073769768,-16.63,-4.45,7.37,7.33,7.209,7.284,7.165
HD 167800,18 18 21.2483225443,-34 58 12.093269602,-2.553,-8.497,8.78,8.72,8.455,8.441,8.448
HD 162393,17 52 20.0209067314,-34 58 27.952876354,3.457,-4.966,8.09,8.06,7.894,7.89,7.88
HIP  37167,07 38 15.5864094007,-34 58 49.402845768,-0.67,-7.062,7.92,7.85,7.702,7.75,7.666
HD  42361,06 08 41.2294936345,-35 01 02.844289073,-6.649,-2.979,8.52,8.51,8.47,8.493,8.501
HD  71716,08 27 33.6388928599,-35 01 39.567996601,-8.81,6.447,8.68,8.65,8.586,8.6,8.617
HD  75885,08 51 35.9486181007,-35 03 20.170233305,-2.024,-5.06,9.64,9.63,9.463,9.486,9.447
HD  68735,08 12 22.2549224735,-35 03 53.536625016,-5.497,1.395,9.26,9.22,9.098,9.103,9.058
HD  73383,08 36 51.2730141140,-35 05 26.484157419,-5.437,-6.747,8.27,8.25,8.104,8.15,8.106
HD  87945,10 07 38.1516189628,-35 13 53.498759444,0.466,-1.803,8.99,8.95,8.785,8.818,8.792
HIP  35030,07 14 46.2450266848,-35 14 51.640429133,-10.737,6.137,8.68,8.68,8.646,8.683,8.683
HIP  49032,10 00 13.6476386522,-35 18 48.348072831,-28.938,17.816,7.89,7.85,7.761,7.818,7.779
HD  47829,06 38 59.2784342232,-35 30 05.909933002,-9.919,11.684,9.49,9.45,9.367,9.377,9.31
HIP  28855,06 05 27.1786348140,-35 30 49.126544162,13.472,16.229,5.818,5.795,5.724,5.767,5.739
HD 116413,13 24 03.4016762227,-35 33 21.454173269,-10.926,-6.796,9.07,9.04,8.969,8.987,8.978
HD  74789,08 44 48.5486339063,-35 42 40.335632298,-7.768,-1.721,9.82,9.77,9.643,9.672,9.65
HIP  52324,10 41 30.3393005070,-35 43 52.054940015,-23.905,-4.625,6.842,6.804,6.736,6.774,6.738
HD 170147,18 29 29.6437695275,-35 46 02.028251972,2.145,-7.311,9.24,9.19,9.019,9.009,8.995
HIP  68426,14 00 29.2651866193,-35 47 08.103556971,-14.07,-3.807,8.04,7.99,7.905,7.927,7.85
HIP  64003,13 06 54.2455843561,-35 51 43.367960809,49.819,-79.822,5.672,5.63,5.604,5.629,5.563
HD  53783,07 04 43.5629116935,-35 54 53.849744290,-2.321,0.867,9.63,9.56,9.292,9.257,9.234
HIP  42775,08 42 56.9990758790,-35 56 35.883830124,-10.446,19.65,6.429,6.411,6.335,6.353,6.328
HIP  45371,09 14 46.3942498536,-35 57 43.037774374,-23.456,4.716,7.31,7.27,7.221,7.232,7.199
HD  71948,08 28 46.7216858545,-35 59 19.806953491,-7.641,1.506,9.69,9.64,9.497,9.495,9.496
HD  81800,09 26 50.6741976098,-36 00 14.680122441,-0.392,-2.869,8.6,8.56,8.435,8.45,8.43
HD  76851,08 57 35.6337197658,-36 02 07.105762738,-13.305,6.564,10.49,10.47,10.256,10.268,10.202
HD  74751,08 44 30.2008850899,-36 04 09.284693195,-5.964,5.827,9.42,9.38,9.396,9.417,9.421
HIP  55629,11 23 47.5265185947,-36 05 21.151279591,-26.527,1.995,6.99,6.98,6.871,6.891,6.843
HIP  59950,12 17 47.2656378,-36 05 38.323165,-40.44,-7.19,6.148,6.14,6.147,6.212,6.155
HD  77300,09 00 34.6064501660,-36 05 53.746716077,-7.252,4.252,9.53,9.46,9.339,9.329,9.281
HIP  18819,04 01 58.3297996992,-36 05 57.835946091,11.237,2.631,8.43,8.39,8.288,8.292,8.285
HD 122394,14 02 22.4457008482,-36 10 45.879943834,-9.713,-16.2,7.087,7.047,6.836,6.87,6.791
HD  81716,09 26 18.5035746344,-36 12 31.381377472,-7.797,4.864,10.16,10.1,10.049,10.061,10.05
HIP   6257,01 20 15.7719255009,-36 14 34.442617803,-9.543,-13.65,7.486,7.439,7.296,7.304,7.28
HIP  29031,06 07 30.7675362617,-36 18 33.999302407,3.068,-11.566,7.82,7.79,7.771,7.859,7.74
HIP 101908,20 39 04.4231923520,-36 21 21.541450061,7.079,-14.377,8.14,8.12,8.089,8.087,8.101
HD 166532,18 12 42.2933882894,-36 28 46.202824663,3.512,-11.58,8.35,8.35,8.267,8.25,8.226
HD  57892,07 21 36.5640469884,-36 29 38.134541358,-12.549,16.588,8.32,8.3,8.188,8.218,8.179
HD  67189,08 05 29.6724393986,-36 30 16.102854864,-10.429,7.53,9.28,9.29,9.097,9.116,9.085
HD 173487,18 47 08.1128218093,-36 30 36.832998274,5.994,-3.104,10.2,10.18,10.024,10.028,10.007
HD  66862,08 04 04.0334040028,-36 34 03.522602575,-6.484,-8.816,8.61,8.54,8.411,8.437,8.381
HD  82344,09 30 16.9908316445,-36 34 47.171203730,-0.016,-3.014,8.97,8.94,8.795,8.823,8.777
HIP  28781,06 04 36.8675854449,-36 39 11.597166988,-5.275,-2.774,8.32,8.31,8.281,8.316,8.301
HIP  60819,12 27 57.0146511105,-36 42 25.796275896,-26.762,-10.474,7.75,7.72,7.594,7.62,7.609
HD 197340,20 44 20.4701892470,-36 44 31.629052135,6.463,-13.482,9.49,9.46,9.45,9.418,9.415
HIP  78541,16 02 04.8366622186,-36 44 38.078506746,-23.296,-20.585,7,6.98,6.945,7.009,6.967
HIP   7941,01 42 02.9937635843,-36 49 56.290917727,-29.465,-16.607,5.693,5.698,5.697,5.724,5.685
HD  88038,10 08 08.4122356009,-37 03 41.888560155,-10.894,-0.892,8.64,8.59,8.372,8.425,8.399
HIP  50708,10 21 15.6268129936,-37 07 57.752901128,-18.857,5.933,8.4,8.34,8.232,8.216,8.192
HIP  90302,18 25 31.4601991136,-37 08 56.811642358,9.886,6.404,7.97,7.9,7.812,7.849,7.815
HD  68050,08 09 19.4847145520,-37 13 32.611443280,-9.013,6.415,9.72,9.7,9.557,9.567,9.537
HIP  25608,05 28 15.3348547476,-37 13 50.746164511,11.003,68.597,5.575,5.552,5.519,5.506,5.502
HD 174689,18 53 24.6833355398,-37 16 27.781549890,2.905,-27.045,7.41,7.38,7.244,7.273,7.242
HIP  48623,09 54 54.7486811909,-37 20 24.273698096,1.542,0.789,8.45,8.4,8.283,8.299,8.309
HIP  64381,13 11 43.5712764304,-37 23 51.083771586,-4.414,-9.5,8.36,8.33,8.193,8.19,8.216
HIP  86098,17 35 43.0772875993,-37 26 23.541061418,-15.718,-33.806,6.493,6.463,6.395,6.408,6.347
HD  63133,07 45 48.6169741580,-37 32 48.010283065,-10.641,4.442,9.207,9.168,9.041,9.082,9.053
HD  81633,09 25 47.2151833597,-37 35 53.524947400,-1.191,-6.07,9.19,9.14,9.098,9.122,9.062
HIP  34216,07 05 39.6860449776,-37 37 46.285757952,-9.389,7.257,8.76,8.69,8.527,8.52,8.488
HD 212787,22 27 29.6125595246,-37 40 43.466164981,3.084,1.153,9.75,9.76,9.817,9.803,9.792
HIP  54170,11 04 52.5514896450,-37 42 13.363833178,-14.409,-4.8,8.46,8.39,8.215,8.255,8.198
HD 153767,17 03 00.3375415044,-37 43 10.741082890,-8.861,-14.23,7.45,7.43,7.32,7.363,7.3
HIP  49784,10 09 45.4478577103,-37 43 55.538718175,-15.313,-10.414,7.66,7.62,7.558,7.565,7.554
HD  72689,08 32 57.6892438601,-37 45 00.201240458,-9.528,4.6,9.28,9.26,9.187,9.152,9.167
HD 117181,13 29 18.1664359622,-37 45 06.098734149,1.736,-3.316,9.14,9.08,9.026,9.118,9.059
HD  99626,11 27 24.1202033681,-37 48 01.018779694,-7.145,5.48,9.56,9.55,9.612,9.671,9.647
HD  80973,09 21 49.9510010332,-37 53 20.972930851,-8.695,3.173,9.96,9.94,9.816,9.784,9.817
HIP  44389,09 02 32.1195461567,-37 55 59.778290903,-11.013,2.944,9.05,9.02,8.912,8.998,8.936
HD  88126,10 08 48.4048561288,-38 10 31.644833403,-19.109,12.481,9.28,9.24,9.129,9.116,9.078
HIP  34192,07 05 24.1380737419,-38 14 02.110003010,-3.171,-10.265,7.82,7.8,7.687,7.716,7.699
HD  85174,09 49 10.2899597299,-38 14 37.952913678,-11.59,6.406,9.61,9.56,9.345,9.357,9.303
HIP  72823,14 53 06.6180378134,-38 15 25.225154466,-17.046,-19.086,6.59,6.58,6.44,6.447,6.418
HD 150641,16 43 56.5059620693,-38 20 01.643188810,-11.145,-21.955,7.9,7.83,7.804,7.826,7.768
HIP  60985,12 30 00.6487715878,-38 20 21.074569648,-15.074,-1.13,8.3,8.29,8.258,8.27,8.218
HD  59551,07 28 43.2555621756,-38 23 03.237235926,3.683,4.129,9.48,9.42,9.264,9.301,9.217
HD  82680,09 32 24.2053684372,-38 26 39.143013845,-13.734,3.312,9.56,9.56,9.578,9.578,9.575
HIP  58316,11 57 30.6084490106,-38 29 46.569624291,-14.286,13.798,7.33,7.26,7.103,7.078,7.059
HD 130757,14 51 06.0836898810,-38 39 57.013145480,-8.149,-7.031,10.23,10.16,9.886,9.85,9.838
HD  61621,07 38 26.2590490850,-38 42 18.832784374,-19.375,17.472,8.132,8.072,7.981,8.023,7.946
HD 167580,18 17 41.7891362079,-38 43 25.959985791,-0.086,0.141,10.05,10,9.757,9.769,9.792
HIP  75501,15 25 20.2092314706,-38 44 00.880318317,-41.573,-24.603,4.6,4.6,4.446,4.353,4.483
HD 173338,18 46 27.4058436056,-38 50 16.691838426,4.036,-11.528,8.9,8.87,8.766,8.785,8.765
HD  99677,11 27 44.2932246765,-38 51 09.536419926,-18.775,-1.466,8.98,8.93,8.695,8.718,8.72
HD  76609,08 55 49.7343140431,-39 00 56.553468804,-4.867,6.106,9.37,9.33,9.23,9.254,9.194
HD 222481,23 41 08.3142660473,-39 00 57.298451133,-2.008,-3.873,10.28,10.21,10.052,10.052,10.005
HD  62961,07 44 43.9008214708,-39 01 14.594977786,-20.163,14.593,8.146,8.105,8.028,8.036,7.997
HD  86398,09 57 20.8664489208,-39 02 06.447645717,-11.592,5.02,9.84,9.83,9.685,9.711,9.701
HD 164366,18 02 33.5390263484,-39 03 15.191546909,-0.196,-5.441,9.49,9.5,9.398,9.374,9.35
HD  91067,10 30 03.9663386348,-39 03 42.584470873,-12.244,2.419,10.02,9.96,9.747,9.769,9.703
HIP  46124,09 24 21.9701959548,-39 05 57.903473580,-20.8,9.221,9.12,9.06,8.939,8.967,8.902
HIP  63350,12 58 52.7227934069,-39 06 20.342260216,-44.911,-14.999,6.96,6.93,6.835,6.862,6.866
HIP  35393,07 18 33.5127135624,-39 12 37.020151921,-9.599,9.554,5.261,5.243,5.092,5.12,5.093
HD 107714,12 22 50.9938595919,-39 15 07.571203580,-23.262,-0.792,9.12,9.06,8.892,8.943,8.879
HD  79941,09 15 39.9587344886,-39 17 30.056898694,-8.073,1.579,9.37,9.36,9.201,9.169,9.143
HD  54285,07 06 31.5452809443,-39 17 50.739826310,-9.82,7.869,8.83,8.77,8.745,8.689,8.728
HD  80304,09 17 41.5845277590,-39 19 47.070015263,-9.138,2.096,10.19,10.15,10.195,10.232,10.225
HD  78397,09 06 46.6621792883,-39 22 30.659418871,-7.253,6.952,9.93,9.9,9.785,9.836,9.79
HD 162820,17 54 46.1693156533,-39 24 13.820993237,-2.011,-13.831,8.56,8.49,8.304,8.302,8.307
HD 210083,22 08 46.2155916119,-39 27 49.431920197,14.719,0.416,8.19,8.15,7.998,7.995,7.997
HIP  39864,08 08 36.1516015403,-39 29 56.813410373,-13.167,16.429,7.18,7.15,7.097,7.124,7.106
HD  84225,09 42 37.0631731735,-39 29 57.431771154,-9.194,-2.008,9.27,9.25,9.103,9.137,9.116
HIP  54236,11 05 48.6077102422,-39 33 05.625182689,-2.692,2.492,9.17,9.1,8.963,9.012,8.973
HD 177219,19 05 31.4635192202,-39 35 22.455472535,10.682,-6.944,8.44,8.39,8.168,8.205,8.184
HD  63307,07 46 31.0985926806,-39 36 41.164361798,-7.743,4.58,9.81,9.76,9.527,9.535,9.54
HD 224399,23 57 34.0931528826,-39 40 43.125792542,10.725,-9.794,10.045,9.966,9.941,9.954,9.936
HD  84029,09 41 12.3572049668,-39 43 25.717000922,-3.275,-0.641,8.82,8.76,8.656,8.673,8.636
HD  73302,08 36 18.4790119766,-39 55 13.708384541,-8.983,6.009,9.39,9.32,9.272,9.303,9.282
HIP  72362,14 47 46.9399837195,-39 55 35.041784580,-33.04,-8.48,6.93,6.92,6.841,6.892,6.803
HD 166811,18 14 12.7411832246,-39 56 59.243205892,10.117,-10.082,7.93,7.86,7.605,7.608,7.579
HD 168239,18 20 36.9574398557,-40 00 07.842166654,6.319,-4.059,9.62,9.56,9.508,9.472,9.46
HD  65245,07 56 09.1247577385,-40 01 58.511015993,-5.832,6.529,10.31,10.27,10.066,10.112,10.09
HD  71965,08 28 45.9650709903,-40 03 02.954194277,-6.737,4.011,9.4,9.4,9.316,9.282,9.27
HD  84396,09 43 55.6599977946,-40 04 32.349142989,-10.57,5.762,8.77,8.74,8.608,8.624,8.589
HD  71525,08 26 25.1428969250,-40 08 49.637956240,-7.796,11.033,9.4,9.4,9.402,9.344,9.344
HIP  40588,08 17 14.6474476756,-40 14 29.284841408,-17.715,12.187,7.83,7.8,7.727,7.708,7.676
HIP  32013,06 41 18.1254697489,-40 17 34.229704781,-2.094,-3.47,7.82,7.76,7.724,7.785,7.75
HD  79271,09 11 50.8973033254,-40 20 05.784936849,-8.318,8.37,9.1,9.05,8.866,8.921,8.866
HD  81274,09 23 23.2957395427,-40 21 07.175425542,-11.134,1.515,8.54,8.5,8.413,8.47,8.382
HD  67266,08 05 29.5133216275,-40 22 01.012488561,-4.733,1.646,9.64,9.6,9.465,9.455,9.451
HD  52023,06 57 46.1943222954,-40 24 23.289068449,-3.36,13.123,9.96,9.9,9.588,9.64,9.561
HD 131702,14 56 22.9725518218,-40 28 17.308716311,-8.502,-2.631,9.47,9.44,9.406,9.459,9.4
HIP   2130,00 27 01.1795031628,-40 29 31.180575939,28.516,18.838,10.3,10.27,10.151,10.152,10.165
HD  83383,09 36 55.6988202145,-40 35 00.628927710,-12.226,3.742,10.22,10.16,9.999,9.99,9.953
HD 199863,21 01 12.1786616711,-40 36 41.517469739,17.294,-2.194,9.36,9.31,9.241,9.274,9.219
HIP  29893,06 17 40.8238991526,-40 39 30.627225514,-2.431,13.425,8.03,7.99,7.86,7.861,7.802
HD  76939,08 57 54.6080006865,-40 44 44.914510804,-8.089,3.084,9.9,9.9,9.784,9.821,9.784
HD  81061,09 22 13.8953062329,-40 45 50.649694821,-7.694,5.988,10.02,9.98,9.884,9.924,9.904
HIP  45926,09 21 51.7264997561,-40 46 43.015447823,-9.534,3.556,9.17,9.13,9.063,9.081,9.047
HD  67413,08 06 06.2285059330,-40 53 51.308651234,-2.25,7.897,9.49,9.46,9.33,9.306,9.34
HD  67605,08 07 03.6996739857,-40 55 11.608973402,-2.109,-1.387,8.85,8.8,8.705,8.772,8.71
HD  86330,09 56 44.5849069096,-40 58 14.864337512,-7.344,4.837,9.23,9.21,9.103,9.115,9.114
HD  81664,09 25 44.7731272438,-41 06 19.922731175,-8.645,1.228,9.69,9.63,9.525,9.533,9.526
HIP  46980,09 34 30.8833205384,-41 08 14.829308014,-1.195,-3.333,9.99,9.95,9.7,9.681,9.648
HIP  41576,08 28 36.9647467606,-41 10 27.361728077,-8.188,14.147,7.5,7.51,7.457,7.512,7.491
HIP  47445,09 40 10.1033466503,-41 11 36.292341438,-6.24,-4.882,8.53,8.52,8.509,8.487,8.499
HD 161493,17 47 42.8838861671,-41 21 19.931756117,-2.024,-17.579,9.2,9.15,8.83,8.823,8.818
HD  56933,07 17 11.4656885258,-41 23 29.370707714,-3.986,15.529,8.36,8.31,8.118,8.151,8.073
HIP  47326,09 38 35.9506816812,-41 26 06.191621549,-15.492,4.9,9.52,9.47,9.36,9.368,9.342
HD 221805,23 35 29.3834086004,-41 27 11.672013688,-0.428,4.155,9.79,9.74,9.589,9.574,9.552
HD  74951,08 45 35.6647860399,-41 29 59.476792939,-12.544,6.399,9.36,9.37,9.377,9.396,9.37
HD  79414,09 12 39.8104460055,-41 31 51.435458413,-10.143,7.439,9.4,9.34,9.215,9.212,9.229
HD  69467,08 15 28.4615676470,-41 32 47.275862916,-11.721,7.749,9.59,9.52,9.299,9.287,9.287
HD  79087,09 10 38.5953816409,-41 33 31.393556314,-7.717,5.032,8.76,8.73,8.662,8.666,8.666
HD  42210,06 07 22.9805333281,-41 33 57.687739678,-0.359,8.379,8.39,8.35,8.339,8.384,8.378
HIP  49901,10 11 18.6089413369,-41 33 59.665104005,-8.863,1.717,9.08,9.09,8.965,8.991,8.972
HIP  16015,03 26 11.7840890654,-41 38 12.980766276,19.056,27.295,6.374,6.326,6.203,6.225,6.206
HD  69592,08 15 56.0853058711,-41 41 08.233848910,-3.936,9.797,9.74,9.72,9.62,9.7,9.651
HD  71145,08 24 05.1602278771,-41 41 23.792548867,-5.084,4.462,9.65,9.61,9.403,9.414,9.343
HD 186373,19 45 45.4279626385,-41 45 30.016174822,3.838,-1.139,9.42,9.37,9.287,9.247,9.233
HD  67361,08 05 48.5582170620,-41 47 26.102302732,-10.376,3.261,10.56,10.53,10.237,10.251,10.217
HD  38433,05 43 41.2848358514,-41 47 38.021858926,2.807,10.18,9.5,9.44,9.462,9.467,9.447
HD 120505,13 50 43.1585945173,-41 49 45.015916741,-8.547,-2.506,10.4,10.37,10.336,10.351,10.335
HIP  42687,08 42 00.9315002749,-41 49 47.884638295,-21.723,-1.818,8.85,8.81,8.761,8.836,8.765
HD  80139,09 16 40.2038827310,-41 51 00.395405609,-9.436,4.831,10.11,10.05,9.978,10.01,9.976
HIP  95535,19 25 57.3810064644,-41 53 13.691759598,4.51,-10.95,8.86,8.84,8.802,8.821,8.798
HD  68917,08 12 47.8609393004,-41 54 37.047170315,-9.266,9.019,9.01,8.95,8.836,8.767,8.799
HIP  93470,19 02 08.5215364642,-41 54 37.822053716,30.186,-11.51,6.199,6.209,6.204,6.292,6.228
HD  51882,06 57 09.8538856169,-41 55 01.000030049,0.053,7.745,9.43,9.47,9.301,9.32,9.325
HD  90517,10 26 10.6475053985,-41 55 11.464977539,10.829,-15.368,9.28,9.22,9.139,9.133,9.086
HD  81586,09 25 11.3118860140,-41 55 30.589318222,-3.116,1.825,10.28,10.22,10.036,10.001,10.011
HIP  55133,11 17 14.3233899659,-41 56 03.560297645,-55.099,-8.112,6.48,6.44,6.405,6.447,6.356
HD  74041,08 40 03.6298556892,-41 56 04.933904725,-11.586,10.052,10.01,9.97,9.898,9.949,9.909
HD  78594,09 07 46.6918127855,-41 56 12.658193106,-11.851,10.169,9.67,9.6,9.473,9.496,9.469
HD  74027,08 39 49.8329520424,-41 58 42.219645965,-2.893,3.776,9.69,9.63,9.571,9.573,9.534
HIP  35645,07 21 20.6640335907,-41 59 25.130154254,-8.363,19.552,7.89,7.86,7.768,7.809,7.769
HIP 118271,23 59 19.8900454803,-42 03 22.596020790,17.761,11.661,8.67,8.67,8.596,8.611,8.609
HD 210383,22 11 02.2390860260,-42 07 15.853227401,-2.728,5.176,10.07,10.02,9.941,9.946,9.94
HD 164247,18 02 16.5212678408,-42 14 11.604513406,2.675,-4.291,9.02,9,8.888,8.913,8.88
HD 125154,14 18 47.3827377109,-42 14 23.014016298,-16.671,-8.413,9.2,9.13,9.117,9.108,9.066
HD  86196,09 55 52.3706446058,-42 14 41.919345021,2.936,0.116,9.15,9.08,8.897,8.857,8.853
HD  86697,09 59 10.1890003253,-42 23 41.432903717,-10.7,3,8.86,8.79,8.669,8.731,8.669
HIP  91654,18 41 26.0525220103,-42 35 54.261450342,2.714,-4.233,8.49,8.48,8.334,8.354,8.357
HD  71545,08 26 21.5008090594,-42 37 37.503509982,-5.803,5.781,10.36,10.43,10.292,10.294,10.299
HD  72319,08 30 25.3343133285,-42 38 45.127233645,-12.584,3.718,8.7,8.7,8.667,8.634,8.634
HD 138446,15 33 43.9035171347,-42 39 55.167228527,-10.909,-8.558,9.64,9.59,9.516,9.503,9.501
HD  64505,07 52 24.5470856486,-42 39 55.208922836,-9.338,4.176,8.77,8.75,8.723,8.771,8.723
